RID,Education_Level,Institution_Type,Attack_Date,Sex,Age,Device,IT_Student,Location,Internet_Type,Network_Type,Attack_Found,Url,label
172.217.12.142-10.42.0.42-443-33868-6,University,Private,08-06-21,Male,23,Computer,Yes,Rural,Wifi,4G,0,https://web.archive.org/web/20150223064255/http://usis.com/Media-Release-Detail.aspx?dpid=151,0
172.217.12.206-10.42.0.211-443-52499-6,College,Public,02-10-21,Male,18,Mobile,No,Town,Wifi,3G,1,https://securelist.com/blog/research/58254/the-caretomask-apt-frequently-asked-questions/,1
10.42.0.151-10.42.0.1-16817-53-17,University,Public,9/17/2021,Male,23,Mobile,Yes,Rural,Mobile Data,3G,1,http://www.scmp.com/news/hong-kong/article/1594667/fake-occupy-central-app-targets-activists-smartphones,1
172.217.12.174-10.42.0.42-443-56202-6,School,Private,3/21/2021,Male,11,Mobile,No,Town,Mobile Data,3G,1,http://www.lemonde.fr/international/article/2014/03/21/quand-les-canadiens-partent-en-chasse-de-babar_4387233_3210.html,1
180.149.136.194-10.42.0.42-443-51506-6,School,Private,10/21/2021,Male,11,Mobile,No,Town,Wifi,4G,1,https://en.greatfire.org/blog/2014/oct/china-collecting-apple-icloud-data-attack-coincides-launch-new-iphone,1
10.42.0.42-52.84.143.34-50235-80-6,University,Private,05-12-21,Male,27,Computer,Yes,Town,Mobile Data,3G,1,https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/rpt-operation-saffron-rose.pdf,1
172.217.10.78-10.42.0.151-443-52740-6,School,Public,10/28/2021,Female,11,Mobile,No,Rural,Mobile Data,3G,0,http://www.reuters.com/article/us-cybersecurity-statedept-idUSKCN0J11BR20141117,0
10.42.0.211-10.42.0.1-37285-53-17,College,Private,11-09-21,Female,18,Mobile,No,Town,Wifi,4G,1,http://about.usps.com/news/testimony/2014/pr14_day1119a.pdf,1
10.42.0.211-106.39.169.66-52036-80-6,School,Private,11/24/2021,Female,11,Mobile,No,Town,Mobile Data,4G,0,https://securelist.com/blog/research/67741/regin-nation-state-ownage-of-gsm-networks/,0
10.42.0.211-66.231.239.120-48296-443-6,College,Private,06-10-21,Female,18,Mobile,No,Rural,Wifi,4G,0,http://cdn0.vox-cdn.com/assets/4589853/crowdstrike-intelligence-report-putter-panda.original.pdf,0
192.229.173.173-10.42.0.42-80-51412-6,University,Public,11-12-21,Female,27,Mobile,No,Rural,Mobile Data,4G,0,https://www.washingtonpost.com/local/chinese-hack-us-weather-systems-satellite-network/2014/11/12/bef1206a-68e9-11e4-b053-65cea7903f2e_story.html,0
10.42.0.211-104.193.88.109-53754-80-6,School,Private,5/19/2021,Female,18,Computer,No,Town,Wifi,4G,1,https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling_Patchwork.pdf,1
10.42.0.211-10.42.0.1-40300-53-17,University,Public,11-01-21,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,http://www.mtv.fi/uutiset/kotimaa/artikkeli/mtv3-suomen-ulkoministerio-laajan-verkkovakoilun-kohteena-vuosia/2369718,0
10.42.0.1-10.42.0.42-53-24557-17,University,Private,09-11-21,Female,23,Mobile,No,Rural,Wifi,4G,1,https://securelist.com/analysis/publications/57915/the-kimsuky-operation-a-north-korean-apt/,1
10.42.0.211-10.42.0.1-54404-53-17,University,Private,10/31/2021,Male,23,Mobile,Yes,Town,Wifi,4G,0,https://www.fireeye.com/blog/threat-research/2013/10/know-your-enemy-tracking-a-rapidly-evolving-apt-actor.html,0
10.42.0.211-10.42.0.1-38327-53-17,University,Private,12-11-21,Male,23,Computer,Yes,Town,Wifi,4G,1,https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/wp-operation-ke3chang.pdf,1
202.77.129.185-10.42.0.211-80-42624-6,University,Public,02-01-21,Female,27,Mobile,No,Town,Wifi,4G,0,https://www.f-secure.com/documents/996508/1030745/dukes_whitepaper.pdf,0
10.42.0.211-23.208.26.242-50710-443-6,School,Public,9/27/2021,Male,18,Mobile,No,Town,Wifi,4G,1,http://www.wsj.com/articles/SB10001424052702304526204579101602356751772,1
203.205.158.62-10.42.0.211-80-60548-6,College,Public,06-04-21,Male,18,Mobile,No,Town,Wifi,3G,1,https://securelist.com/blog/research/35936/nettraveler-is-running-red-star-apt-attacks-compromise-high-profile-victims/,1
10.42.0.211-77.234.41.79-33319-443-6,University,Public,09-04-21,Male,27,Computer,Yes,Town,Wifi,4G,0,http://blog.trendmicro.com/trendlabs-security-intelligence/sykipot-now-targeting-us-civil-aviation-sector-information/,0
172.217.12.161-10.42.0.151-443-54018-6,College,Public,9/25/2021,Male,18,Mobile,No,Town,Wifi,4G,1,http://kasperskycontenthub.com/wp-content/uploads/sites/43/vlpdfs/icefog.pdf,1
172.217.10.99-10.42.0.42-443-50426-17,University,Private,01-01-21,Male,23,Mobile,No,Town,Mobile Data,4G,0,http://cybercampaigns.net/wp-content/uploads/2013/06/Deep-Panda.pdf,0
172.217.10.8-10.42.0.151-443-46677-6,University,Public,1/14/2021,Female,27,Mobile,No,Rural,Mobile Data,4G,0,https://securelist.com/analysis/publications/36740/red-october-diplomatic-cyber-attacks-investigation/,0
10.42.0.211-10.42.0.1-6243-53-17,University,Private,2/25/2021,Male,23,Computer,Yes,Town,Wifi,4G,1,http://www.spiegel.de/international/world/digital-spying-burdens-german-relations-with-beijing-a-885444.html,1
140.205.230.8-10.42.0.211-80-57763-6,School,Private,2/19/2021,Female,9,Mobile,No,Town,Mobile Data,4G,1,https://web.archive.org/web/20130219155150/http://intelreport.mandiant.com/Mandiant_APT1_Report.pdf,1
172.217.12.202-10.42.0.211-443-33167-6,School,Private,3/13/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,http://thehackernews.com/2013/03/chinese-hackers-infiltrate-indian.html,0
192.229.173.173-10.42.0.42-80-55478-6,University,Public,3/20/2021,Male,27,Mobile,Yes,Town,Wifi,4G,1,http://kasperskycontenthub.com/wp-content/uploads/sites/43/vlpdfs/theteamspystory_final_t2.pdf,1
162.208.22.39-10.42.0.211-443-58908-6,University,Private,5/20/2021,Male,23,Computer,Yes,Town,Wifi,4G,0,https://www.theguardian.com/world/2013/mar/20/south-korea-under-cyber-attack,0
10.42.0.151-10.42.0.1-60173-53-17,University,Private,3/22/2021,Male,23,Computer,Yes,Town,Wifi,4G,1,https://www.crowdstrike.com/blog/whois-anchor-panda/,1
10.42.0.151-10.42.0.1-41930-53-17,University,Private,5/27/2021,Male,23,Tab,No,Town,Wifi,4G,0,http://www.abc.net.au/news/2013-05-27/asio-blueprints-stolen-in-major-hacking-operation/4715960,0
10.42.0.42-87.240.165.80-41928-80-6,College,Private,8/16/2012,Female,18,Mobile,No,Rural,Wifi,4G,1,https://securelist.com/blog/incidents/57854/shamoon-the-wiper-copycats-at-work/,1
10.42.0.151-10.42.0.1-8905-53-17,School,Private,5/28/2012,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://www.securelist.com/en/blog/208193522/The_Flame_Questions_and_Answers,0
10.42.0.211-64.71.142.120-41721-443-6,University,Public,7/17/2012,Male,27,Computer,Yes,Town,Wifi,4G,0,https://securelist.com/blog/incidents/33693/the-madi-campaign-part-i-5/,0
174.35.73.110-10.42.0.211-80-47715-6,College,Public,2/14/2012,Male,18,Mobile,No,Rural,Mobile Data,3G,0,https://www.wsj.com/articles/SB10001424052970203363504577187502201577054,0
10.42.0.211-10.42.0.1-44249-53-17,University,Private,08-09-12,Male,27,Mobile,Yes,Town,Wifi,3G,0,https://web.archive.org/web/20160304022846/http://www.kaspersky.com/about/news/virus/2012/Kaspersky_Lab_and_ITU_Discover_Gauss_A_New_Complex_Cyber_Threat_Designed_to_Monitor_Online_Banking_Accounts,0
10.42.0.1-10.42.0.42-53-53887-17,University,Public,3/14/2012,Male,18,Computer,No,Town,Wifi,3G,0,http://www.bbc.com/news/technology-17365416,0
172.217.9.238-10.42.0.151-443-49502-6,University,Public,9/14/2012,Female,18,Mobile,No,Town,Wifi,4G,1,http://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/the-elderwood-project.pdf,1
10.42.0.211-10.42.0.1-22786-53-17,School,Private,4/16/2012,Female,11,Mobile,No,Town,Mobile Data,3G,1,https://securelist.com/blog/incidents/33208/new-version-of-osx-sabpub-confirmed-mac-apt-attacks-19/,1
10.42.0.211-104.192.110.245-53511-443-6,School,Private,9/18/2012,Female,10,Mobile,No,Town,Mobile Data,3G,0,http://pastebin.com/mCHia4W5,0
172.217.12.131-10.42.0.151-443-52803-6,School,Private,9/18/2012,Female,11,Computer,No,Town,Wifi,4G,0,http://pastebin.com/mCHia4W5,0
10.42.0.211-10.42.0.1-10641-53-17,College,Public,11-04-12,Female,18,Mobile,No,Town,Mobile Data,3G,0,http://www.bloomberg.com/news/articles/2012-11-04/coke-hacked-and-doesn-t-tell,0
163.177.93.222-10.42.0.151-80-59939-6,School,Private,3/30/2012,Male,9,Mobile,No,Town,Wifi,4G,1,http://blog.trendmicro.com/trendlabs-security-intelligence/luckycat-redux-inside-an-apt-campaign/,1
172.217.3.110-10.42.0.211-443-59382-6,University,Public,01-01-21,Female,27,Mobile,No,Rural,Mobile Data,4G,1,https://www.cyberscoop.com/coronavirus-syria-surveillance-apps-lookout/,1
172.217.10.110-10.42.0.151-443-55275-6,University,Private,12/21/2021,Male,23,Mobile,Yes,Town,Mobile Data,3G,1,http://www.wsj.com/articles/SB10001424052970204058404577110541568535300,1
182.22.67.91-10.42.0.151-443-49755-6,University,Private,04-09-21,Male,23,Computer,Yes,Town,Wifi,4G,1,https://web.archive.org/web/20140602010545/http://blogs.mcafee.com/mcafee-labs/10-days-of-rain-in-korea,1
10.42.0.211-10.42.0.1-41689-53-17,School,Private,4/18/2021,Male,11,Computer,No,Town,Wifi,4G,1,http://www.koreatimes.co.kr/www/news/nation/2011/05/117_86369.html,1
8.41.222.241-10.42.0.211-443-42065-6,School,Private,4/19/2021,Male,11,Mobile,No,Town,Mobile Data,3G,0,http://www.computerworld.com/article/2507715/cybercrime-hacking/oak-ridge-national-lab-shuts-down-internet--email-after-cyberattack.html,0
192.229.173.173-10.42.0.151-80-44704-6,University,Public,08-03-21,Male,23,Mobile,No,Rural,Mobile Data,4G,1,http://www.mcafee.com/us/resources/white-papers/wp-operation-shady-rat.pdf,1
10.42.0.211-10.42.0.1-34014-53-17,University,Public,08-09-21,Female,27,Computer,Yes,Town,Mobile Data,4G,0,http://www.taipeitimes.com/News/front/archives/2011/08/10/2003510374/1,0
10.42.0.211-10.42.0.1-59327-53-17,School,Private,09-06-21,Male,11,Mobile,No,Town,Mobile Data,4G,0,http://www.computerworld.com/article/2510951/cybercrime-hacking/hackers-spied-on-300-000-iranians-using-fake-google-certificate.html,0
172.217.6.227-10.42.0.211-443-55393-6,University,Public,9/19/2021,Female,23,Mobile,No,Town,Mobile Data,4G,0,http://www.reuters.com/article/us-mitsubishiheavy-computer-idUSTRE78I0EL20110919,0
10.42.0.211-10.42.0.1-43691-53-17,University,Private,10/31/2021,Female,23,Mobile,Yes,Rural,Mobile Data,3G,1,https://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/the_nitro_attacks.pdf,1
10.42.0.211-23.21.51.186-50298-443-6,University,Private,10/26/2021,Female,23,Mobile,Yes,Town,Wifi,4G,0,http://www.crysys.hu/publications/files/bencsathPBF11duqu.pdf,0
172.217.10.234-10.42.0.42-443-58499-6,University,Public,11-09-21,Female,27,Mobile,No,Town,Mobile Data,4G,1,https://web.archive.org/web/20111124012100/http://www.uscc.gov/annual_report/2011/annual_report_full_11.pdf,1
174.35.73.165-10.42.0.42-80-52265-6,University,Private,2/16/2021,Female,23,Tab,No,Town,Wifi,4G,0,http://www.cbc.ca/news/politics/foreign-hackers-attack-canadian-government-1.982618,0
10.42.0.211-10.42.0.1-46534-53-17,School,Private,11-09-21,Male,11,Mobile,No,Town,Wifi,4G,1,https://web.archive.org/web/20111124012100/http://www.uscc.gov/annual_report/2011/annual_report_full_11.pdf,1
172.217.9.227-10.42.0.211-443-50059-6,College,Private,3/19/2021,Female,18,Mobile,No,Town,Mobile Data,3G,0,http://bits.blogs.nytimes.com/2011/04/02/the-rsa-hack-how-they-did-it/?_r=0%20,0
10.42.0.151-106.39.162.36-53608-80-6,University,Private,1/14/2010,Male,23,Mobile,Yes,Town,Mobile Data,3G,1,http://www.wired.com/2010/01/operation-aurora/,1
203.205.158.66-10.42.0.151-80-55438-6,College,Private,03-12-10,Male,18,Mobile,No,Town,Wifi,4G,1,https://www.fireeye.com/content/dam/fireeye-www/current-threats/pdfs/rpt-southeast-asia-threat-landscape.pdf,1
172.217.9.227-10.42.0.42-80-60060-6,University,Public,01-12-10,Female,27,Mobile,No,Town,Wifi,4G,0,https://web.archive.org/web/20150909180441/http://news.xinhuanet.com/english/2010-01/12/content_12797829.htm,0
10.42.0.211-10.42.0.1-4871-53-17,School,Private,1/14/2010,Male,11,Mobile,No,Town,Mobile Data,4G,1,http://indiatoday.intoday.in/story/Chinese+hackers+target+PMO/1/79215.html,1
10.42.0.211-69.147.64.34-33128-443-6,School,Private,3/30/2010,Male,11,Mobile,No,Town,Mobile Data,3G,0,https://googleonlinesecurity.blogspot.com/2010/03/chilling-effects-of-malware.html,0
10.42.0.151-23.21.72.212-46930-443-6,University,Public,1/25/2010,Female,23,Mobile,No,Town,Mobile Data,4G,0,http://www.mcafee.com/us/resources/white-papers/wp-global-energy-cyberattacks-night-dragon.pdf,0
173.241.242.143-10.42.0.211-443-50911-6,College,Public,4/19/2010,Male,23,Mobile,No,Town,Mobile Data,4G,1,http://www.abc.net.au/4corners/content/2010/s2876920.htm,1
10.42.0.151-10.42.0.1-16353-53-17,University,Private,04-06-10,Female,23,Mobile,No,Town,Wifi,3G,1,http://www.nartv.org/mirror/shadows-in-the-cloud.pdf,1
10.42.0.211-74.217.63.52-53398-443-6,University,Private,7/22/2010,Male,23,Mobile,Yes,Town,Wifi,4G,0,http://www.symantec.com/connect/blogs/w32stuxnet-network-information,0
211.144.37.229-10.42.0.211-80-59949-6,School,Private,3/20/2009,Female,11,Mobile,No,Town,Mobile Data,3G,1,http://web.archive.org/web/20090323095526/http://www.cqpolitics.com/wmspage.cfm?docid=news-000003080993,1
10.42.0.211-121.12.98.64-58425-80-6,School,Private,4/21/2009,Female,11,Mobile,No,Town,Mobile Data,4G,0,http://www.wsj.com/articles/SB124027491029837401#mg%253Dcom-wsj%2526articleTabs%253Darticle,0
10.42.0.211-77.234.42.92-57781-443-6,University,Private,07-08-09,Female,23,Computer,Yes,Town,Wifi,4G,1,http://www.csmonitor.com/Technology/Horizons/2009/0708/north-korean-hackers-blamed-for-sweeping-cyber-attack-on-us-networks,1
10.42.0.151-10.42.0.1-58459-53-17,School,Public,3/28/2009,Male,9,Mobile,No,Rural,Mobile Data,4G,0,https://www.scribd.com/doc/13731776/Tracking-GhostNet-Investigating-a-Cyber-Espionage-Network,0
172.217.11.14-10.42.0.151-443-37232-6,School,Private,8/13/2021,Female,18,Mobile,No,Town,Mobile Data,3G,1,http://www.nytimes.com/2008/08/13/technology/13cyber.html,1
172.217.10.10-10.42.0.211-443-55641-6,University,Public,3/21/2021,Male,23,Mobile,No,Rural,Mobile Data,4G,0,http://www.washingtonpost.com/wp-dyn/content/article/2008/03/21/AR2008032102605.html,0
10.42.0.42-103.235.46.211-39424-443-6,University,Public,05-05-21,Female,23,Mobile,No,Town,Mobile Data,4G,0,http://timesofindia.indiatimes.com/india/China-mounts-cyber-attacks-on-Indian-sites/articleshow/3010288.cms,0
8.0.6.4-8.6.0.1-0-0-0,School,Private,11-04-21,Male,11,Mobile,No,Town,Mobile Data,4G,0,http://www.cnn.com/2008/TECH/11/06/campaign.computers.hacked/,0
172.217.10.138-10.42.0.151-443-33568-6,University,Private,11/19/2021,Male,23,Mobile,Yes,Town,Wifi,4G,0,http://www.bloomberg.com/bw/stories/2008-11-19/network-security-breaches-plague-nasa,0
151.101.1.134-10.42.0.151-443-35329-6,University,Public,11/19/2021,Male,23,Mobile,No,Rural,Mobile Data,3G,0,http://www.bloomberg.com/bw/stories/2008-11-19/network-security-breaches-plague-nasa,0
172.217.8.3-10.42.0.42-443-46316-6,University,Private,11/28/2021,Male,23,Computer,Yes,Town,Wifi,3G,1,http://articles.latimes.com/2008/nov/28/nation/na-cyberattack28,1
10.42.0.1-10.42.0.42-53-23164-17,School,Private,5/16/2021,Male,11,Mobile,No,Town,Mobile Data,4G,1,http://www.theguardian.com/world/2007/may/17/topstories3.russia,1
172.217.11.14-10.42.0.211-443-37667-6,University,Private,9/24/2021,Male,23,Mobile,No,Town,Mobile Data,4G,0,http://www.cnn.com/2007/US/09/24/homelandsecurity.computers/index.html?eref=,0
172.217.10.1-10.42.0.211-443-34132-6,University,Private,10-04-21,Male,23,Mobile,Yes,Rural,Mobile Data,3G,0,https://web.archive.org/web/20101007181725/http://www.haaretz.com/news/report-iran-worried-over-syrian-air-defense-failure-in-iaf-strike-1.230487,0
10.42.0.151-31.13.71.37-40974-443-6,University,Private,10/23/2021,Male,23,Mobile,No,Town,Mobile Data,4G,0,http://www.scmp.com/article/613904/beijing-seeks-taiwanese-secret-agent-over-hacking,0
10.42.0.211-10.42.0.1-38492-53-17,School,Private,12-07-21,Female,11,Mobile,No,Town,Wifi,3G,1,http://abcnews.go.com/TheLaw/Technology/story?id=3966047&page=1,1
10.42.0.151-10.42.0.1-11104-53-17,University,Private,01-12-21,Male,23,Computer,Yes,Rural,Mobile Data,3G,1,http://www.washingtontimes.com/news/2007/jan/12/20070112-123024-8199r/?page=1,1
173.194.66.188-10.42.0.42-5228-38135-6,College,Public,6/22/2021,Male,23,Mobile,No,Rural,Mobile Data,3G,1,https://web.archive.org/web/20070625081555/http://www.theregister.co.uk/2007/06/22/department_of_defense_email_hacked/,1
10.42.0.211-104.193.88.109-54723-80-6,School,Public,8/27/2021,Male,11,Mobile,No,Rural,Mobile Data,3G,1,http://www.spiegel.de/international/world/espionage-report-merkel-s-china-visit-marred-by-hacking-allegations-a-502169.html,1
209.10.120.26-10.42.0.211-80-44657-6,College,Public,09-09-21,Female,18,Mobile,No,Town,Wifi,4G,1,https://web.archive.org/web/20080118141424/http://www.france24.com/france24Public/en/news/france/20070909-Internet-piracy-france-secuirty-china-hacker.html,1
180.149.153.234-10.42.0.211-80-39998-6,University,Private,09-12-21,Male,23,Mobile,Yes,Town,Wifi,3G,0,https://wikileaks.org/gifiles/docs/35/355203_-os-china-australia-new-zealand-china-s-cyber-raid-on.html,0
180.149.136.194-10.42.0.211-443-40291-6,University,Private,07-11-21,Male,23,Mobile,Yes,Rural,Mobile Data,3G,1,http://www.cbsnews.com/news/state-department-computers-hacked/,1
10.42.0.211-76.13.28.196-39700-443-6,University,Public,8/17/2021,Male,23,Mobile,No,Town,Mobile Data,3G,0,http://www.csmonitor.com/2007/0914/p01s01-woap.html,0
10.42.0.151-52.84.142.16-47986-443-6,School,Public,12-04-21,Male,11,Mobile,No,Rural,Mobile Data,3G,0,http://fcw.com/articles/2006/12/04/china-is-suspected-of-hacking-into-navy-site.aspx?sc_lang=en,0
10.42.0.211-66.198.24.225-58096-443-6,University,Private,8/25/2005,Male,23,Mobile,No,Rural,Wifi,4G,0,http://www.washingtonpost.com/wp-dyn/content/article/2005/08/24/AR2005082402318.html,0
180.163.255.159-10.42.0.211-80-52116-6,College,Private,8/27/2021,Female,18,Mobile,No,Rural,Mobile Data,3G,1,https://www.fireeye.com/blog/threat-research/2017/12/attackers-deploy-new-ics-attack-framework-triton.html,1
172.217.6.238-10.42.0.42-443-35433-6,School,Private,8/27/2021,Male,11,Mobile,No,Town,Wifi,4G,0,https://www.bleepingcomputer.com/news/security/hacker-group-catfishes-israeli-soldiers-into-installing-mobile-rat/,0
10.42.0.211-123.125.29.220-55281-80-6,University,Private,8/27/2021,Male,23,Mobile,No,Town,Mobile Data,4G,1,https://www.symantec.com/blogs/threat-intelligence/seedworm-espionage-group,1
10.42.0.211-103.235.46.39-51713-80-6,School,Private,8/27/2021,Female,11,Mobile,No,Town,Mobile Data,4G,0,https://blog.prevailion.com/2019/09/autumn-aperture-report.html,0
10.42.0.42-23.206.125.17-39542-80-6,School,Private,8/27/2021,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://www.symantec.com/blogs/threat-intelligence/leafminer-espionage-middle-east,1
10.42.0.151-52.84.64.213-49594-443-6,University,Private,8/27/2021,Male,27,Mobile,No,Town,Wifi,4G,0,https://dragos.com/blog/20180510Allanite.html,0
10.42.0.151-31.13.80.5-48569-443-6,College,Public,8/27/2021,Female,18,Mobile,No,Town,Wifi,3G,1,https://blogs.microsoft.com/on-the-issues/2019/10/28/cyberattacks-sporting-anti-doping/,1
216.58.217.100-10.42.0.151-443-59609-6,University,Public,1/15/2021,Male,23,Mobile,No,Rural,Mobile Data,4G,1,https://www.bmeia.gv.at/en/the-ministry/press/announcements/2020/02/cyber-attack-on-the-foreign-ministry-is-over/,1
10.42.0.151-10.42.0.1-11637-53-17,School,Private,1/16/2021,Female,11,Mobile,No,Town,Mobile Data,3G,0,www.sisimtel.com.mx/ecommerce/images/.../freebank/myposte/index.html?MfcISAPICommand=SignInFPP&UsingSSL=1&email=&userid=,0
172.217.11.10-10.42.0.151-443-34857-6,College,Public,1/17/2021,Male,18,Mobile,No,Town,Mobile Data,4G,1,https://www.zdnet.com/article/australia-on-the-cyber-offence-to-bring-down-covid-19-scammers/,1
